Дата;Эксперт;ID компании;Компания;ID площадки;Площадка;Чек-лист;Блок;№;Метрика;Описание;Выбранный вариант;Балл;Макс. балл;Примечание;Исключен
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.4;Анализ статусных моделей ПИР, СМР;Просмотр и анализ статусных моделей, разработка корректирующих мероприятий;1 — просматривает, но не использует;1;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;Руководитель строительства;Использование ЦИМ в управлении проектом;2.5;Анализ 4D;Просмотр и анализ отклонений;2 — использует для принятия решений;2;2;Исключен из расчета, не применяется на данном проекте;1
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.1;Инициация обучения персонала;Выявление потребности и организация обучения;1 — разовое обучение;1;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.2;Применение ЦИМ на совещаниях;Демонстрация результатов работы с ЦИМ;2 — применяет ЦИМ 4D для принятия решений;2;2;;0
06.07.2026 14:17;Хворенков П.Ю.;c2;ПАО «ПИК СЗ»;Станция 1;Станция 1;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.3;Внесение требований к ЦИМ в подконтрольные договоры подряда;Инициация и внесение требований в договоры;1 — инициирует, но без результата;1;2;Исключен из расчета, договоры не в зоне ответственности РС;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.1;Наличие рабочей группы;На ОКС присутствует специалист по ТИМ;2 — сформирована рабочая группа ТИМ;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.2;Обеспеченность рабочих мест;Установлено необходимое ПО;1 — установлено частично;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.3;Наличие и доступность ЦИМ;ЦИМ получена и доступна для работы;2 — организована СОД;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.4;Актуальность ЦИМ;Дата последнего обновления ЦИМ;0 — дата выпуска документации опережает модель менее чем на 14 дней;0;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.5;Форматы ЦИМ;Передана в проприетарных форматах (RVT, NWC, NWD), открытом формате IFC;2 — переданы все требуемые форматы;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ТИМ;2.1;Моделирование разделов ЦИМ;В наличии ЦИМ по всем требуемым разделам в рамках проекта;1 — ЦИМ включает АР, КР, ВИС;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ТИМ;2.2;Сводная ЦИМ;Сводная ЦИМ очищена от элементов, не отражающих проектные решения;1 — полостные вычитающие тела;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ТИМ;2.3;Координаты;Модели всех разделов скоординированы и имеют общую систему координат;1 — скоординированы, но требуют ручной доработки для сборки сводной модели;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ТИМ;2.4;Наличие ПИМ;ПИМ актуален и доступен участникам;1 — ПИМ не актуален;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ТИМ;2.5;Подход к формированию ЦИМ Прямой / Обратный;Документация сформирована в модели и выпускается по мере развития модели / модель сформирована на базе выпущенной документации;2 — Прямой;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.1;Шифр П;Шифр П;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.2;Шифр Р;Шифр Р;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.3;Номер помещения;Номер помещения к которому относится элемент;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.4;Наименование;Наименование (полностью соответствует наименованию в спецификации);1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.5;Уровень;Уровень (корректная привязка к уровню);1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.6;Имя системы;Имя системы;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.7;Тип системы;Тип системы;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.1.8;Количественная характеристика;Количественная характеристика (Объем/Площадь/Длина);1 — соответствуют частично;1;2;Объем отсутствует у части жб элементов;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.2;Дублирование элементов сводной ЦИМ;В сводной ЦИМ отсутствуют дубликаты элементов;2 — дубликатов нет;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.3;Пересечение элементов;В сводной ЦИМ отсутствуют пересечения элементов, исключения отражены в ПИМ;1 — коллизий нет (кроме оговоренных);1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.4;Настройки сводной ЦИМ;В модели настроены проверки в соответствии с требованиями и оговоренными исключениями;2 — проверки сформированы с учетом требований;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ЦИМ;Качество ЦИМ;3.5;Настройка видов для экспорта в исходном формате;В модели настроен вид для экспорта, содержащий элементы в рамках раздела;2 — настроен без замечаний;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Опыт и знания;1.1;Владение ПО;Умение работы в ПО в рамках технологического стека проекта;2 — может просматривать и осуществлять навигацию в ПО для проектирования;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Опыт и знания;1.2;Знание процессов и технологии строительства;Понимание этапов проекта, технологии производства работ;1 — понимает частично;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Сопровождение СМР, ПИР;2.1;Доступ к ЦИМ;Организован доступ к ЦИМ для участников;2 — организована СОД;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Сопровождение СМР, ПИР;2.2;Рабочие группы;Сформированы рабочие группы СМР, ПИР;1 — группы созданы частично;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Сопровождение СМР, ПИР;2.3;Взаимодействия;Сформированы рабочие чаты СМР, ПИР;2 — созданы по ПИР и СМР;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.1;Входной контроль ЦИМ;Проверка состава переданных ЦИМ, обеспечение доступа команде проекта;2 — модель актуальна, доступ обеспечен;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.2;Отработка запросов и консультации участников;Сопровождение команды проекта;2 — запросы отработаны, или дан мотивированный отказ;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.3;Формирование паспортов помещений;Подготовка паспортов в требуемом количестве;2 — паспорта подготовлены в требуемом количестве;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.4;Статусная модель ПИР;Ведется статусная модель выпуска РД;2 — модель регулярно обновляется и актуальна;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.5;Статусная модель СМР;Ведется статусная модель выполненных СМР;2 — модель регулярно обновляется и актуальна;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.6;План-фактная модель СМР;Ведется план-фактная модель СМР, отражающая отставания, опережения или соответствие графику СМР;1 — модель не актуальна;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.7;Организация лазерного сканирования;Организация и помощь участникам в проведении сканирования;2 — подготовлено облако точек в системе координат проекта;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.8;Анализ результатов лазерного сканирования;Наложение ЦИМ и облака точек, анализ отклонений;1 — наложение выполнено, но не проанализировано;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.9;Организация Фото360;Организация и помощь участникам в проведении фотосъемки;2 — фотосъемка проведена в полном объеме, налажен регулярный процесс;2;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;ТИМ-специалист;Операционная деятельность;3.1;Камеральная обработка результатов;В модели сформированы точки обзора в соответствии с ходом фотосъемки, произведена интеграция планов, фото и модели в SYGNAL;1 — выполнено частично;1;2;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.1;Понимание ТИМ;Знания о преимуществах ТИМ перед классическим проектированием;2 — понимает суть ТИМ, преимущества и выгоды от использования;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.2;Этапы формирования ЦИМ;Знание этапов формирования ЦИМ;2 — понимает процесс формирования ЦИМ;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.3;Статусные модели ПИР, СМР;Знание о том, что из себя представляют статусные модели;1 — понимает, но не использует;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.4;4D модель;Знание, что из себя представляет 4D модель;2 — использует при принятии решений;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.5;Лазерное сканирование;Базовые знания о технологии лазерного сканирования и результатах;1 — понимает, но не использует;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Опыт и знания;1.6;Фотомониторинг SYGNAL;Базовые знания о технологии фотомониторинга и результатах;2 — использует при принятии решений;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Использование ЦИМ в управлении проектом;2.1;Просмотр модели и использование базовых инструментов оценки;Умеет открывать и просматривать модель, осуществлять навигацию;1 — просматривает, но не использует;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Использование ЦИМ в управлении проектом;2.2;Корректировка графиков проекта;Оценка реализуемости графиков и корректировка на основе данных ЦИМ;2 — использует для проверки графиков;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Использование ЦИМ в управлении проектом;2.3;Анализ проектных решений;Умеет просматривать модель, осуществлять сверку с РД и фактом СМР;1 — просматривает, но не использует;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Использование ЦИМ в управлении проектом;2.4;Анализ статусных моделей ПИР, СМР;Просмотр и анализ статусных моделей, разработка корректирующих мероприятий;2 — использует для принятия решений;2;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Использование ЦИМ в управлении проектом;2.5;Анализ 4D;Просмотр и анализ отклонений;2 — использует для принятия решений;2;2;Исключен из расчета, не применяется на данном проекте;1
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.1;Инициация обучения персонала;Выявление потребности и организация обучения;1 — разовое обучение;1;2;;0
06.08.2026 14:22;Хворенков П.Ю.;c7;Объединение «ИНГЕОКОМ»;Станция 3;Станция 3;Руководитель строительства;Поддержка и масштабирование ЦИМ;3.2;Применение ЦИМ на совещаниях;Демонстрация результатов работы с ЦИМ;2 — применяет ЦИМ 4D для принятия решений;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.1;Наличие рабочей группы;На ОКС присутствует специалист по ТИМ;2 — сформирована рабочая группа ТИМ;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.2;Обеспеченность рабочих мест;Установлено необходимое ПО;2 — установлено в необходимом объеме;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.3;Наличие и доступность ЦИМ;ЦИМ получена и доступна для работы;1 — модель передается по запросу;1;2;Модели передаются в рамках подпроцесса (передачи подрядчику по проектированию). Процесс непосредственной регулярной передачи на площадку не отлажен.;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.4;Актуальность ЦИМ;Дата последнего обновления ЦИМ;1 — дата выпуска документации опережает модель менее чем на 14 дней;1;2;Актуален формат NWD, RVT не обновлен, NWC/IFC не передается;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Обеспеченность ОКС для работ с ТИМ;1.5;Форматы ЦИМ;Передана в проприетарных форматах (RVT, NWC, NWD), открытом формате IFC;1 — форматы переданы не в полном объеме;1;2;Передан исходный формат RVT, NWD;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.1;Моделирование разделов ЦИМ;В наличии ЦИМ по всем требуемым разделам в рамках проекта;1 — ЦИМ включает разделы не в полном объеме;1;2;По части разделов в рамках подобъектов модели не предоставлены;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.1.1;Помещения и зоны выгружены в отдельную модель;;0 — нет;0;2;Не выгружены;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.2;Сводная ЦИМ;Сводная ЦИМ очищена от элементов не отражающих проектные решения;0 — Подложки, прочие вспомогательные элементы;0;2;Осевые линии в сводных NWD;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.3;Координаты;Модели всех разделов скоординированы и имеют общую систему координат;2 — модели скоординированы и не требуют дополнительный действий;2;2;Сводная модель скоординирована;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.4;Наличие ПИМ;ПИМ актуален и доступен участникам;1 — ПИМ не актуален;1;2;ПИМ есть, перечень имен комплектов не соответствует ГРД и модели, в ГРД не отражены ЦИМ-документы и сроки;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ТИМ;2.5;Подход к формированию ЦИМ Прямой / Обратный;Документация сформирована в модели и выпускается по мере развитя модели / Модель сформирована на базе выпущенной документации;2 — Прямой;2;2;Прямой;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.1;Шифр П;;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.2;Шифр Р;;1 — соответствуют частично;1;2;Заполнен для 45% элементов модели, из них часть наименований отсутствует в ГРД;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.3;Номер помещения к которому относится элемент;;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.4;Наименование (полностью соответствует наименованию в спецификации, уникальны в рамках каждой позции);;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.5;Уровень (корректная привязка к уровню);;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.6;Имя системы;;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.7;Тип системы;;1 — соответствуют частично;1;2;заполнен не в полном объеме;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.1.8;Количественная характеристика (Объем/Площадь/Длина);;1 — соответствуют частично;1;2;Объем отсутствует у части жб элементов (сборные конструкции подплатформенных участков);0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.2;Дублирование элементов сводной ЦИМ;В сводной ЦИМ отсутствуют дубликаты элементов;1 — минимальное количество;1;2;Дубликаты есть;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.3;Пересечение элементов;В сводной ЦИМ отсутствуют пересечения элементов, исключения отражены в ПИМ;0 — коллизии есть (за исключением оговоренных);0;2;Коллизии в том числе в рамках переданных в производство работ элементов (ВПР);0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.4;Настройки сводной ЦИМ;В модели настроены проверки в соответствии с требованиями и оговоренными исключениями;1 — проверки есть, но не настроены исключения;1;2;Проверки не отражают текущий объем передачи в соответствии с графиком РД;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ЦИМ;Качество ЦИМ;3.5;Настройка видов для экспорта в исходном формате;В модели настроен вид для экспорта содержащий элементы в рамках раздела;1 — настроен с замечаниями;1;2;Наличие на виде осевых линий, полостных вычитающих элементов;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Опыт и знания;1.1;Владение ПО;Умение работы в ПО в рамках технологического стека проекта;2 — может просматривать и осуществлять навигацию ПО для проектирования;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Опыт и знания;1.2;Знание процессов и технологии строительства;Понимание этапов проекта, технологии производства работ;2 — знает технологию, понимает принципы;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Сопровождение СМР, ПИР;2.1;Доступ к ЦИМ;Организован доступ к ЦИМ для участников;2 — организована СОД;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Сопровождение СМР, ПИР;2.2;Рабочие группы;Сформированы рабочие группы СМР, ПИР;1 — группы созданы частично;1;2;В виду неотлаженного процесса передачи ЦИМ, в том числе в части договорных отношений;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Сопровождение СМР, ПИР;2.3;Взаимодействия;Сформированы рабочие чаты СМР, ПИР;2 — созданы по ПИР и СМР;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.1;Входной контроль ЦИМ;Проверка состава переданных ЦИМ, обеспечение доступа команде проекта;2 — модель актуальна, доступ обеспечен;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.2;Отработка запросов и консультации участников;Сопровождение команды проекта;2 — запросы отработаны, или дан мотивированный отказ;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.3;Формирование паспортов помещенинй;Подготовка паспортов в требуемом количестве;1 — ведется частично;1;2;Паспорта могут быть сформированы при необходимости;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.4;Статусная модель ПИР;Ведется статусная модель выпуска РД;2 — модель регулярно обновляется и актуальна;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.5;Статусная модель СМР;Ведется статусная модель выполненных СМР;2 — модель регулярно обновляется и актуальна;2;2;;0
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.6;План-фактная модель СМР;Ведется план-фактная модель СМР, отражающая отставания, опережения, или соответствие графику СМР;;0;0;Позиции не учтены в расчете, не применяются на данном проекте;1
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.7;Организация лазерного сканирования;Организация и помощь участникам в проведении сканирования;;0;0;Не требуется на текущем этапе;1
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.8;Анализ результатов лазерного сканирования;Наложение ЦИМ и облака точек, анализ отклонений;;0;0;Не требуется на текущем этапе;1
06.08.2026 14:24;Хворенков П.Ю.;c1;ООО СЗ «ПСФ «КРОСТ»;Электродепо «Ильинское»;Электродепо «Ильинское»;ТИМ-специалист;Операционная деятельность;3.9;Организация Фото360;Организация и помощь участникам в проведении фотосъемки;;0;0;Не требуется на текущем этапе;1
